name,recclass,mass,fall,year,id,latitude,longitude
Meteorite Hills 00933,L5,21.4,Found,2000,16167,-79.68333,159.75
Meteorite Hills 00867,H5,21.3,Found,2000,16101,-79.68333,159.75
Meteorite Hills 01251,H6,21.3,Found,2001,16483,-79.68333,159.75
Meteorite Hills 00818,LL6,21.2,Found,2000,16052,-79.68333,159.75
Meteorite Hills 01098,H5,21.1,Found,2001,16331,-79.68333,159.75
Meteorite Hills 001089,H6,21,Found,2000,15585,-79.68333,159.75
Meteorite Hills 00844,L4,21,Found,2000,16078,-79.68333,159.75
Meteorite Hills 001030,H6,20.7,Found,2000,15526,-79.68333,159.75
Meteorite Hills 01100,L5,20.7,Found,2001,16333,-79.68333,159.75
Meteorite Hills 01264,H5,20.6,Found,2001,16496,-79.68333,159.75
Meteorite Hills 00708,LL6,20.5,Found,2000,15942,-79.68333,159.75
Meteorite Hills 01248,LL5,20.5,Found,2001,16480,-79.68333,159.75
Meteorite Hills 00842,H6,20.3,Found,2000,16076,-79.68333,159.75
Meteorite Hills 001108,LL6,20.2,Found,2000,15604,-79.68333,159.75
Meteorite Hills 00945,LL5,20.2,Found,2000,16179,-79.68333,159.75
Meteorite Hills 00966,LL5,20.2,Found,2000,16200,-79.68333,159.75
Meteorite Hills 001104,H5,19.8,Found,2000,15600,-79.68333,159.75
Meteorite Hills 001024,LL6,19.7,Found,2000,15520,-79.68333,159.75
Meteorite Hills 001074,H6,19.7,Found,2000,15570,-79.68333,159.75
Meteorite Hills 00963,LL6,19.7,Found,2000,16197,-79.68333,159.75
Meteorite Hills 001066,H6,19.6,Found,2000,15562,-79.68333,159.75
Meteorite Hills 01078,CM2,19.5,Found,2001,16311,-79.68333,159.75
Meteorite Hills 01145,LL5,19.4,Found,2001,16377,-79.68333,159.75
Meteorite Hills 01284,LL5,19.4,Found,2001,16516,-79.68333,159.75
Meteorite Hills 01297,LL6,19.4,Found,2001,16529,-79.68333,159.75
Meteorite Hills 001022,H5,19.3,Found,2000,15518,-79.68333,159.75
Meteorite Hills 00831,LL4,19.2,Found,2000,16065,-79.68333,159.75
Meteorite Hills 001009,L5,19.1,Found,2000,15505,-79.68333,159.75
Meteorite Hills 01136,H5,19.1,Found,2001,16369,-79.68333,159.75
Meteorite Hills 001110,H6,19,Found,2000,15606,-79.68333,159.75
Meteorite Hills 01254,H6,19,Found,2001,16486,-79.68333,159.75
Meteorite Hills 01077,CM2,18.9,Found,2001,16310,-79.68333,159.75
Meteorite Hills 01291,H6,18.9,Found,2001,16523,-79.68333,159.75
Meteorite Hills 001017,H6,18.7,Found,2000,15513,-79.68333,159.75
Meteorite Hills 001056,H5,18.7,Found,2000,15552,-79.68333,159.75
Meteorite Hills 001117,H5,18.7,Found,2000,15613,-79.68333,159.75
Meteorite Hills 01239,L5,18.7,Found,2001,16471,-79.68333,159.75
Meteorite Hills 001079,LL6,18.6,Found,2000,15575,-79.68333,159.75
Meteorite Hills 01269,H4,18.6,Found,2001,16501,-79.68333,159.75
Meteorite Hills 001119,LL4,18.5,Found,2000,15615,-79.68333,159.75
Meteorite Hills 001131,H6,18.5,Found,2000,15627,-79.68333,159.75
Meteorite Hills 001007,L5,18.4,Found,2000,15503,-79.68333,159.75
Meteorite Hills 00846,L5,18.4,Found,2000,16080,-79.68333,159.75
Meteorite Hills 00924,H5,18.3,Found,2000,16158,-79.68333,159.75
Meteorite Hills 01151,LL6,18.3,Found,2001,16383,-79.68333,159.75
Meteorite Hills 001027,H5,18.2,Found,2000,15523,-79.68333,159.75
Meteorite Hills 001037,H6,18.1,Found,2000,15533,-79.68333,159.75
Meteorite Hills 01199,L5,18.1,Found,2001,16431,-79.68333,159.75
Meteorite Hills 01148,L5,18,Found,2001,16380,-79.68333,159.75
Meteorite Hills 001002,H6,17.9,Found,2000,15498,-79.68333,159.75
Meteorite Hills 001096,LL5,17.9,Found,2000,15592,-79.68333,159.75
Meteorite Hills 00868,LL5,17.9,Found,2000,16102,-79.68333,159.75
Meteorite Hills 01293,H5,17.8,Found,2001,16525,-79.68333,159.75
Meteorite Hills 01288,L5,17.7,Found,2001,16520,-79.68333,159.75
Meteorite Hills 001053,L5,17.6,Found,2000,15549,-79.68333,159.75
Meteorite Hills 00861,LL5,17.5,Found,2000,16095,-79.68333,159.75
Meteorite Hills 01099,L5,17.5,Found,2001,16332,-79.68333,159.75
Meteorite Hills 00930,H5,17.2,Found,2000,16164,-79.68333,159.75
Meteorite Hills 01290,H6,17.2,Found,2001,16522,-79.68333,159.75
Meteorite Hills 00874,H6,17.1,Found,2000,16108,-79.68333,159.75
Meteorite Hills 01227,L5,17.1,Found,2001,16459,-79.68333,159.75
Meteorite Hills 001082,LL5,17,Found,2000,15578,-79.68333,159.75
Meteorite Hills 001127,H6,17,Found,2000,15623,-79.68333,159.75
Meteorite Hills 00711,CO3,17,Found,2000,15945,-79.68333,159.75
Meteorite Hills 01283,H6,17,Found,2001,16515,-79.68333,159.75
Meteorite Hills 00710,L5,16.9,Found,2000,15944,-79.68333,159.75
Meteorite Hills 001033,H6,16.7,Found,2000,15529,-79.68333,159.75
Meteorite Hills 01133,LL6,16.6,Found,2001,16366,-79.68333,159.75
Meteorite Hills 001000,L5,16.3,Found,2000,15496,-79.68333,159.75
Meteorite Hills 001099,H6,16.3,Found,2000,15595,-79.68333,159.75
Meteorite Hills 001107,H6,16.3,Found,2000,15603,-79.68333,159.75
Meteorite Hills 01094,L5,15.8,Found,2001,16327,-79.68333,159.75
Meteorite Hills 01177,H6,15.8,Found,2001,16409,-79.68333,159.75
Meteorite Hills 01073,CM1,15.7,Found,2001,16306,-79.68333,159.75
Meteorite Hills 00843,LL6,15.5,Found,2000,16077,-79.68333,159.75
Meteorite Hills 01127,LL5,15.5,Found,2001,16360,-79.68333,159.75
Meteorite Hills 01131,L5,15.5,Found,2001,16364,-79.68333,159.75
Meteorite Hills 00970,L5,15.4,Found,2000,16204,-79.68333,159.75
Meteorite Hills 01321,H5,15.4,Found,2001,16553,-79.68333,159.75
Meteorite Hills 00707,L4,15.2,Found,2000,15941,-79.68333,159.75
Meteorite Hills 00927,H6,15.2,Found,2000,16161,-79.68333,159.75
Meteorite Hills 96527,H5,15.2,Found,1996,16586,-79.68333,159.75
Meteorite Hills 001100,L6,15.1,Found,2000,15596,-79.68333,159.75
Meteorite Hills 00701,L5,15,Found,2000,15935,-79.68333,159.75
Meteorite Hills 001122,H5,14.8,Found,2000,15618,-79.68333,159.75
Meteorite Hills 00837,H6,14.8,Found,2000,16071,-79.68333,159.75
Meteorite Hills 00865,H6,14.7,Found,2000,16099,-79.68333,159.75
Meteorite Hills 01226,H6,14.7,Found,2001,16458,-79.68333,159.75
Meteorite Hills 01319,L5,14.7,Found,2001,16551,-79.68333,159.75
Meteorite Hills 001094,H5,14.5,Found,2000,15590,-79.68333,159.75
Meteorite Hills 01202,L5,14.5,Found,2001,16434,-79.68333,159.75
Meteorite Hills 00860,H6,14.4,Found,2000,16094,-79.68333,159.75
Meteorite Hills 01223,LL5,14.4,Found,2001,16455,-79.68333,159.75
Meteorite Hills 00669,H6,14.3,Found,2000,15903,-79.68333,159.75
Meteorite Hills 00872,H6,14.3,Found,2000,16106,-79.68333,159.75
Meteorite Hills 01311,H5,14.3,Found,2001,16543,-79.68333,159.75
Meteorite Hills 001064,H6,14.2,Found,2000,15560,-79.68333,159.75
Meteorite Hills 01213,H5,14.2,Found,2001,16445,-79.68333,159.75
Meteorite Hills 00713,H6,14.1,Found,2000,15947,-79.68333,159.75
Meteorite Hills 00848,H6,14.1,Found,2000,16082,-79.68333,159.75
Meteorite Hills 01224,H6,14.1,Found,2001,16456,-79.68333,159.75
Meteorite Hills 96528,H6,14.1,Found,1996,16587,-79.68333,159.75
Meteorite Hills 01128,L5,14,Found,2001,16361,-79.68333,159.75
Meteorite Hills 01299,L5,14,Found,2001,16531,-79.68333,159.75
Meteorite Hills 00922,H5,13.9,Found,2000,16156,-79.68333,159.75
Meteorite Hills 00878,H6,13.8,Found,2000,16112,-79.68333,159.75
Meteorite Hills 01228,LL6,13.8,Found,2001,16460,-79.68333,159.75
Meteorite Hills 00869,H6,13.6,Found,2000,16103,-79.68333,159.75
Meteorite Hills 01308,L5,13.5,Found,2001,16540,-79.68333,159.75
Meteorite Hills 001003,L6,13.4,Found,2000,15499,-79.68333,159.75
Meteorite Hills 00923,H6,13.4,Found,2000,16157,-79.68333,159.75
Meteorite Hills 01237,L5,13.4,Found,2001,16469,-79.68333,159.75
Meteorite Hills 00977,H5,13.2,Found,2000,16211,-79.68333,159.75
Meteorite Hills 01205,LL5,13.2,Found,2001,16437,-79.68333,159.75
Meteorite Hills 01172,L5,13,Found,2001,16404,-79.68333,159.75
Meteorite Hills 01252,LL5,13,Found,2001,16484,-79.68333,159.75
Meteorite Hills 01238,L5,12.9,Found,2001,16470,-79.68333,159.75
Meteorite Hills 00988,LL6,12.8,Found,2000,16222,-79.68333,159.75
Meteorite Hills 001063,L6,12.7,Found,2000,15559,-79.68333,159.75
Meteorite Hills 01156,L6,12.7,Found,2001,16388,-79.68333,159.75
Meteorite Hills 001044,H6,12.6,Found,2000,15540,-79.68333,159.75
Meteorite Hills 00838,LL5,12.6,Found,2000,16072,-79.68333,159.75
Meteorite Hills 00952,L5,12.6,Found,2000,16186,-79.68333,159.75
Meteorite Hills 01083,Ureilite,12.6,Found,2001,16316,-79.68333,159.75
Meteorite Hills 001113,LL6,12.5,Found,2000,15609,-79.68333,159.75
Meteorite Hills 00932,LL6,12.5,Found,2000,16166,-79.68333,159.75
Meteorite Hills 01101,L5,12.5,Found,2001,16334,-79.68333,159.75
Meteorite Hills 01220,LL5,12.5,Found,2001,16452,-79.68333,159.75
Meteorite Hills 001093,L5,12.4,Found,2000,15589,-79.68333,159.75
Meteorite Hills 00706,L5,12.4,Found,2000,15940,-79.68333,159.75
Meteorite Hills 00849,H6,12.4,Found,2000,16083,-79.68333,159.75
Meteorite Hills 01179,H5,12.4,Found,2001,16411,-79.68333,159.75
Meteorite Hills 00875,H5,12.3,Found,2000,16109,-79.68333,159.75
Meteorite Hills 01126,L5,12.3,Found,2001,16359,-79.68333,159.75
Meteorite Hills 01155,L5,12.3,Found,2001,16387,-79.68333,159.75
Meteorite Hills 01265,H4,12.3,Found,2001,16497,-79.68333,159.75
Meteorite Hills 001109,L6,12,Found,2000,15605,-79.68333,159.75
Meteorite Hills 00712,H6,12,Found,2000,15946,-79.68333,159.75
Meteorite Hills 01312,L5,12,Found,2001,16544,-79.68333,159.75
Meteorite Hills 01159,H5,11.9,Found,2001,16391,-79.68333,159.75
Meteorite Hills 01178,H6,11.9,Found,2001,16410,-79.68333,159.75
Meteorite Hills 001011,LL5,11.6,Found,2000,15507,-79.68333,159.75
Meteorite Hills 001041,H6,11.6,Found,2000,15537,-79.68333,159.75
Meteorite Hills 00925,H5,11.6,Found,2000,16159,-79.68333,159.75
Meteorite Hills 01152,H5,11.6,Found,2001,16384,-79.68333,159.75
Meteorite Hills 01236,L5,11.6,Found,2001,16468,-79.68333,159.75
Meteorite Hills 01243,H6,11.6,Found,2001,16475,-79.68333,159.75
Meteorite Hills 001016,H5,11.5,Found,2000,15512,-79.68333,159.75
Meteorite Hills 001018,H6,11.5,Found,2000,15514,-79.68333,159.75
Meteorite Hills 001118,H5,11.5,Found,2000,15614,-79.68333,159.75
Meteorite Hills 01079,CM1,11.5,Found,2001,16312,-79.68333,159.75
Meteorite Hills 01168,L5,11.5,Found,2001,16400,-79.68333,159.75
Meteorite Hills 01180,H5,11.5,Found,2001,16412,-79.68333,159.75
Meteorite Hills 001112,H6,11.4,Found,2000,15608,-79.68333,159.75
Meteorite Hills 001129,LL5,11.4,Found,2000,15625,-79.68333,159.75
Meteorite Hills 00996,LL6,11.4,Found,2000,16230,-79.68333,159.75
Meteorite Hills 01189,LL5,11.4,Found,2001,16421,-79.68333,159.75
Meteorite Hills 01263,H6,11.3,Found,2001,16495,-79.68333,159.75
Meteorite Hills 001051,H6,11.2,Found,2000,15547,-79.68333,159.75
Meteorite Hills 001048,H6,11,Found,2000,15544,-79.68333,159.75
Meteorite Hills 01296,H5,10.9,Found,2001,16528,-79.68333,159.75
Meteorite Hills 01324,L5,10.9,Found,2001,16556,-79.68333,159.75
Meteorite Hills 01326,L5,10.9,Found,2001,16558,-79.68333,159.75
Meteorite Hills 01222,L5,10.8,Found,2001,16454,-79.68333,159.75
Meteorite Hills 001008,H6,10.7,Found,2000,15504,-79.68333,159.75
Meteorite Hills 001006,L5,10.6,Found,2000,15502,-79.68333,159.75
Meteorite Hills 001069,H6,10.6,Found,2000,15565,-79.68333,159.75
Meteorite Hills 001105,LL5,10.6,Found,2000,15601,-79.68333,159.75
Meteorite Hills 00979,LL5,10.6,Found,2000,16213,-79.68333,159.75
Meteorite Hills 01211,L3.6,10.6,Found,2001,16443,-79.68333,159.75
Meteorite Hills 01233,L5,10.6,Found,2001,16465,-79.68333,159.75
Meteorite Hills 01318,L5,10.6,Found,2001,16550,-79.68333,159.75
Meteorite Hills 001132,H6,10.5,Found,2000,15628,-79.68333,159.75
Meteorite Hills 00840,H5,10.5,Found,2000,16074,-79.68333,159.75
Meteorite Hills 001014,H5,10.4,Found,2000,15510,-79.68333,159.75
Meteorite Hills 00854,H6,10.4,Found,2000,16088,-79.68333,159.75
Meteorite Hills 01149,R3,10.3,Found,2001,16381,-79.68333,159.75
Meteorite Hills 00921,H4,10.2,Found,2000,16155,-79.68333,159.75
Meteorite Hills 01134,H5,10.2,Found,2001,16367,-79.68333,159.75
Meteorite Hills 01225,LL6,10.2,Found,2001,16457,-79.68333,159.75
Meteorite Hills 001013,H6,10.1,Found,2000,15509,-79.68333,159.75
Meteorite Hills 001065,H6,10.1,Found,2000,15561,-79.68333,159.75
Meteorite Hills 001086,LL5,9.8,Found,2000,15582,-79.68333,159.75
Meteorite Hills 00983,L5,9.8,Found,2000,16217,-79.68333,159.75
Meteorite Hills 001032,H6,9.7,Found,2000,15528,-79.68333,159.75
Meteorite Hills 001083,LL5,9.7,Found,2000,15579,-79.68333,159.75
Meteorite Hills 01230,H5,9.7,Found,2001,16462,-79.68333,159.75
Meteorite Hills 01262,L5,9.7,Found,2001,16494,-79.68333,159.75
Meteorite Hills 01294,H6,9.7,Found,2001,16526,-79.68333,159.75
Meteorite Hills 00852,H6,9.4,Found,2000,16086,-79.68333,159.75
Meteorite Hills 01173,H6,9.4,Found,2001,16405,-79.68333,159.75
Meteorite Hills 001080,L6,9.3,Found,2000,15576,-79.68333,159.75
Meteorite Hills 001098,L6,9.3,Found,2000,15594,-79.68333,159.75
Meteorite Hills 01108,LL5,9.3,Found,2001,16341,-79.68333,159.75
Meteorite Hills 01076,CM2,9.2,Found,2001,16309,-79.68333,159.75
Meteorite Hills 01304,LL6,9.2,Found,2001,16536,-79.68333,159.75
Meteorite Hills 001095,H5,8.9,Found,2000,15591,-79.68333,159.75
Meteorite Hills 00999,L5,8.9,Found,2000,16233,-79.68333,159.75
Meteorite Hills 00811,LL6,8.8,Found,2000,16045,-79.68333,159.75
Meteorite Hills 01216,L5,8.8,Found,2001,16448,-79.68333,159.75
Meteorite Hills 00982,L5,8.7,Found,2000,16216,-79.68333,159.75
Meteorite Hills 01307,LL6,8.7,Found,2001,16539,-79.68333,159.75
Meteorite Hills 001076,H6,8.6,Found,2000,15572,-79.68333,159.75
Meteorite Hills 00813,H5,8.6,Found,2000,16047,-79.68333,159.75
Meteorite Hills 00964,L5,8.5,Found,2000,16198,-79.68333,159.75
Meteorite Hills 01229,H6,8.5,Found,2001,16461,-79.68333,159.75
Meteorite Hills 01322,L3.6,8.4,Found,2001,16554,-79.68333,159.75
Meteorite Hills 001081,H5,8.3,Found,2000,15577,-79.68333,159.75
Meteorite Hills 001084,LL5,8.3,Found,2000,15580,-79.68333,159.75
Meteorite Hills 01310,L5,8.2,Found,2001,16542,-79.68333,159.75
Meteorite Hills 01092,H6,8.1,Found,2001,16325,-79.68333,159.75
Meteorite Hills 01218,LL5,8.1,Found,2001,16450,-79.68333,159.75
Meteorite Hills 01268,H6,8,Found,2001,16500,-79.68333,159.75
Meteorite Hills 00853,L5,7.9,Found,2000,16087,-79.68333,159.75
Meteorite Hills 01190,LL6,7.9,Found,2001,16422,-79.68333,159.75
Meteorite Hills 00950,LL5,7.8,Found,2000,16184,-79.68333,159.75
Meteorite Hills 00955,L5,7.8,Found,2000,16189,-79.68333,159.75
Meteorite Hills 01110,LL6,7.8,Found,2001,16343,-79.68333,159.75
Meteorite Hills 01292,LL6,7.8,Found,2001,16524,-79.68333,159.75
Meteorite Hills 01231,LL5,7.7,Found,2001,16463,-79.68333,159.75
Meteorite Hills 01232,Acapulcoite,7.6,Found,2001,16464,-79.68333,159.75
Meteorite Hills 001071,L5,7.5,Found,2000,15567,-79.68333,159.75
Meteorite Hills 01298,L5,7.4,Found,2001,16530,-79.68333,159.75
Meteorite Hills 001028,H6,7.3,Found,2000,15524,-79.68333,159.75
Meteorite Hills 001134,LL4,7.3,Found,2000,15630,-79.68333,159.75
Meteorite Hills 01104,LL6,7.3,Found,2001,16337,-79.68333,159.75
Meteorite Hills 001045,H6,7.2,Found,2000,15541,-79.68333,159.75
Meteorite Hills 001068,L5,7.2,Found,2000,15564,-79.68333,159.75
Meteorite Hills 001075,H6,7.1,Found,2000,15571,-79.68333,159.75
Meteorite Hills 001102,H5,7.1,Found,2000,15598,-79.68333,159.75
Meteorite Hills 00958,L5,7,Found,2000,16192,-79.68333,159.75
Meteorite Hills 00973,L5,7,Found,2000,16207,-79.68333,159.75
Meteorite Hills 01129,L5,7,Found,2001,16362,-79.68333,159.75
Meteorite Hills 01234,L5,7,Found,2001,16466,-79.68333,159.75
Meteorite Hills 01323,L5,7,Found,2001,16555,-79.68333,159.75
Meteorite Hills 00931,L6,6.9,Found,2000,16165,-79.68333,159.75
Meteorite Hills 01255,L5,6.9,Found,2001,16487,-79.68333,159.75
Meteorite Hills 01303,LL5,6.9,Found,2001,16535,-79.68333,159.75
Meteorite Hills 001055,L5,6.8,Found,2000,15551,-79.68333,159.75
Meteorite Hills 001070,LL5,6.8,Found,2000,15566,-79.68333,159.75
Meteorite Hills 001046,LL5,6.6,Found,2000,15542,-79.68333,159.75
Meteorite Hills 00668,LL6,6.6,Found,2000,15902,-79.68333,159.75
Meteorite Hills 00705,L6,6.6,Found,2000,15939,-79.68333,159.75
Meteorite Hills 01313,H5,6.5,Found,2001,16545,-79.68333,159.75
Meteorite Hills 00841,L6,6.4,Found,2000,16075,-79.68333,159.75
Meteorite Hills 001031,Mesosiderite,6.3,Found,2000,15527,-79.68333,159.75
Meteorite Hills 00929,H5,6.2,Found,2000,16163,-79.68333,159.75
Meteorite Hills 00716,LL6,6,Found,2000,15950,-79.68333,159.75
Meteorite Hills 01209,L5,6,Found,2001,16441,-79.68333,159.75
Meteorite Hills 00845,L5,5.8,Found,2000,16079,-79.68333,159.75
Meteorite Hills 01088,"Iron, IIIAB",5.8,Found,2001,16321,-79.68333,159.75
Meteorite Hills 001124,H6,5.6,Found,2000,15620,-79.68333,159.75
Meteorite Hills 01316,L5,5.6,Found,2001,16548,-79.68333,159.75
Meteorite Hills 01301,L5,5.5,Found,2001,16533,-79.68333,159.75
Meteorite Hills 001128,L6,5.3,Found,2000,15624,-79.68333,159.75
Meteorite Hills 00704,LL5,5.3,Found,2000,15938,-79.68333,159.75
Meteorite Hills 00814,LL4,5.2,Found,2000,16048,-79.68333,159.75
Meteorite Hills 00946,L5,5.1,Found,2000,16180,-79.68333,159.75
Meteorite Hills 01146,L5,4.9,Found,2001,16378,-79.68333,159.75
Meteorite Hills 01309,H5,4.9,Found,2001,16541,-79.68333,159.75
Meteorite Hills 001001,L5,4.8,Found,2000,15497,-79.68333,159.75
Meteorite Hills 001054,H6,4.8,Found,2000,15550,-79.68333,159.75
Meteorite Hills 00936,LL6,4.8,Found,2000,16170,-79.68333,159.75
Meteorite Hills 00939,H6,4.8,Found,2000,16173,-79.68333,159.75
Meteorite Hills 01250,L5,4.8,Found,2001,16482,-79.68333,159.75
Meteorite Hills 01306,H5,4.8,Found,2001,16538,-79.68333,159.75
Meteorite Hills 01267,LL6,4.6,Found,2001,16499,-79.68333,159.75
Meteorite Hills 01302,LL5,4.6,Found,2001,16534,-79.68333,159.75
Meteorite Hills 001133,L5,4.5,Found,2000,15629,-79.68333,159.75
Meteorite Hills 01071,CM2,4.5,Found,2001,16304,-79.68333,159.75
Meteorite Hills 01315,L5,4.5,Found,2001,16547,-79.68333,159.75
Meteorite Hills 01300,L6,4.2,Found,2001,16532,-79.68333,159.75
Meteorite Hills 01089,"Iron, IIIAB",4.1,Found,2001,16322,-79.68333,159.75
Meteorite Hills 01153,LL6,4,Found,2001,16385,-79.68333,159.75
Meteorite Hills 001135,H6,3.8,Found,2000,15631,-79.68333,159.75
Meteorite Hills 01157,L5,3.8,Found,2001,16389,-79.68333,159.75
Meteorite Hills 01080,CV3,3.4,Found,2001,16313,-79.68333,159.75
Meteorite Hills 01314,H5,3.4,Found,2001,16546,-79.68333,159.75
Meteorite Hills 00935,LL6,3.3,Found,2000,16169,-79.68333,159.75
Meteorite Hills 01320,LL5,3.3,Found,2001,16552,-79.68333,159.75
Meteorite Hills 96533,L5,3.2,Found,1996,16592,-79.68333,159.75
Meteorite Hills 01235,LL5,3.1,Found,2001,16467,-79.68333,159.75
Meteorite Hills 00862,H6,2.2,Found,2000,16096,-79.68333,159.75
Meteorite Hills 01109,L5,1.9,Found,2001,16342,-79.68333,159.75
Meteorite Hills 01105,L5,1.7,Found,2001,16338,-79.68333,159.75
Meteorite Hills 01257,H5,1.7,Found,2001,16489,-79.68333,159.75
Meteorite Hills 00972,L6,1.6,Found,2000,16206,-79.68333,159.75
Meteorite Hills 001137,LL5,1.5,Found,2000,15633,-79.68333,159.75
Meteorite Hills 01184,H5,1.5,Found,2001,16416,-79.68333,159.75
Meteorite Hills 01249,H5,1.5,Found,2001,16481,-79.68333,159.75
Meteorite Hills 01183,EH3,1.4,Found,2001,16415,-79.68333,159.75
Meteorite Hills 01221,H6,1.3,Found,2001,16453,-79.68333,159.75
Meteorite Hills 01317,H5,1.3,Found,2001,16549,-79.68333,159.75
Meteorite Hills 001010,LL6,1.1,Found,2000,15506,-79.68333,159.75
Meteorite Hills 001092,H5,0.6,Found,2000,15588,-79.68333,159.75
Meteorite Hills 01158,H5,0.6,Found,2001,16390,-79.68333,159.75
Meteorite Hills 001138,L5,0.4,Found,2000,15634,-79.68333,159.75
Meteorite Hills 01154,Mesosiderite,0.4,Found,2001,16386,-79.68333,159.75
Meteorite Hills 001139,Fusion crust,0.013,Found,2000,45809,-79.68333,159.75
Allan Hills A76009,L6,407000,Found,1976,1316,-76.71667,159.66667
Allan Hills A77226,H4,15323,Found,1977,1537,-76.71667,159.66667
Allan Hills A78084,H3.9,14280,Found,1978,1699,-76.71667,159.66667
Allan Hills A77250,"Iron, IAB-MG",10555,Found,1977,1561,-76.71667,159.66667
Allan Hills A77283,"Iron, IAB-MG",10510,Found,1977,1593,-76.71667,159.66667
Allan Hills A76003,L6,10495,Found,1976,1310,-76.71667,159.66667
Allan Hills A77231,L6,9270,Found,1977,1542,-76.71667,159.66667
Allan Hills A77232,H4,6494.3,Found,1977,1543,-76.71667,159.66667
Allan Hills A77305,L6,6444,Found,1977,1614,-76.71667,159.66667
Allan Hills A77225,H4,5878,Found,1977,1536,-76.71667,159.66667
Allan Hills A77282,L6,4127.1,Found,1977,1592,-76.71667,159.66667
Allan Hills A77233,H4,4087,Found,1977,1544,-76.71667,159.66667
Allan Hills A77290,"Iron, IAB-MG",3784,Found,1977,1600,-76.71667,159.66667
Allan Hills A77280,L6,3226,Found,1977,1590,-76.71667,159.66667
Allan Hills 83100,CM1/2,3019,Found,1983,595,-76.71667,159.66667
Allan Hills A78252,"Iron, IVA",2789,Found,1978,1865,-76.71667,159.66667
Allan Hills A78130,L6,2733,Found,1978,1745,-76.71667,159.66667
Allan Hills A78112,L6,2485,Found,1978,1727,-76.71667,159.66667
Allan Hills A77230,L4,2473,Found,1977,1541,-76.71667,159.66667
Allan Hills A77004,H4,2230,Found,1977,1320,-76.71667,159.66667
Allan Hills A77289,"Iron, IAB-MG",2186,Found,1977,1599,-76.71667,159.66667
Allan Hills 84056,L6,2140.3,Found,1984,658,-76.71667,159.66667
Allan Hills A77214,L3.4,2111,Found,1977,1525,-76.71667,159.66667
Allan Hills A77257,Ureilite,1995.7,Found,1977,1568,-76.71667,159.66667
Allan Hills A77288,H6,1880,Found,1977,1598,-76.71667,159.66667
Allan Hills A77208,H4,1733,Found,1977,1519,-76.71667,159.66667
Allan Hills A77263,"Iron, IAB-MG",1669,Found,1977,1574,-76.71667,159.66667
Allan Hills A76002,"Iron, IAB-MG",1510,Found,1976,1309,-76.71667,159.66667
Allan Hills A77216,L3.7-3.9,1470,Found,1977,1527,-76.71667,159.66667
Allan Hills A76005,Eucrite-pmict,1425,Found,1976,1312,-76.71667,159.66667
Allan Hills A77294,H5,1351,Found,1977,1604,-76.71667,159.66667
Allan Hills A78251,L6,1312,Found,1978,1864,-76.71667,159.66667
Allan Hills A77281,L6,1231,Found,1977,1591,-76.71667,159.66667
Allan Hills A79025,H5,1208,Found,1979,1900,-76.71667,159.66667
Allan Hills A76008,H6,1150,Found,1976,1315,-76.71667,159.66667
Allan Hills A79016,H6,1146,Found,1979,1891,-76.71667,159.66667
Allan Hills A76006,H6,1137,Found,1976,1313,-76.71667,159.66667
Allan Hills A77182,H5,1134.7,Found,1977,1494,-76.71667,159.66667
Allan Hills A77269,L6,1045,Found,1977,1580,-76.71667,159.66667
Allan Hills A78050,L6,1045,Found,1978,1666,-76.71667,159.66667
Allan Hills 99506,H5,1009.2,Found,1999,1307,-76.71667,159.66667
Allan Hills A77296,L6,963.3,Found,1977,1606,-76.71667,159.66667
Allan Hills A77297,L6,951.6,Found,1977,1607,-76.71667,159.66667
Allan Hills A78105,L6,941.7,Found,1978,1720,-76.71667,159.66667
Allan Hills A77262,H4,861.5,Found,1977,1573,-76.71667,159.66667
Allan Hills A78115,H6,847.6,Found,1978,1730,-76.71667,159.66667
Allan Hills A77192,H4,845.3,Found,1977,1503,-76.71667,159.66667
Allan Hills A77215,L3.8,819.6,Found,1977,1526,-76.71667,159.66667
Allan Hills A78114,L6,808.1,Found,1978,1729,-76.71667,159.66667
Allan Hills 84071,H6,797.7,Found,1984,673,-76.71667,159.66667
Allan Hills A77224,H4,786.9,Found,1977,1535,-76.71667,159.66667
Allan Hills A77003,CO3.6,779.6,Found,1977,1319,-76.71667,159.66667
Allan Hills A77255,"Iron, ungrouped",765.1,Found,1977,1566,-76.71667,159.66667
Allan Hills A77260,L3.5,744.3,Found,1977,1571,-76.71667,159.66667
Allan Hills A78043,L6,680,Found,1978,1659,-76.71667,159.66667
Allan Hills A77256,Diogenite,676.2,Found,1977,1567,-76.71667,159.66667
Allan Hills A77272,L6,674.1,Found,1977,1583,-76.71667,159.66667
Allan Hills A78104,L6,672.4,Found,1978,1719,-76.71667,159.66667
Allan Hills A78132,Eucrite-pmict,656,Found,1978,1747,-76.71667,159.66667
Allan Hills A77304,LL3.7,650.4,Found,1977,1613,-76.71667,159.66667
Allan Hills A77191,H4,642.2,Found,1977,1502,-76.71667,159.66667
Allan Hills A77219,Mesosiderite-B1,637.1,Found,1977,1530,-76.71667,159.66667
Allan Hills A77167,L3.4,611.2,Found,1977,1479,-76.71667,159.66667
Allan Hills A77271,H6,609.5,Found,1977,1582,-76.71667,159.66667
Allan Hills A78126,L6,606.9,Found,1978,1741,-76.71667,159.66667
Allan Hills A77258,H6,597.3,Found,1977,1569,-76.71667,159.66667
